filepath,mel_path,label,group,split,orig_filepath,aug_type,mic_type,experiment,drill_diameter,coolant,gcode_pattern,drill_series,fixture,label_original
D:/dataset/augmented_wavs\sin_desgaste\broca6_1_010.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca6_1_010.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E1_Micrófono2 (condensador)\broca6_1_010.wav,original,augmented_wavs,E3,6,yes,linear,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca6_1_010_aug1.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca6_1_010_aug1.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E1_Micrófono2 (condensador)\broca6_1_010.wav,gain,augmented_wavs,E3,6,yes,linear,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca6_1_010_aug2.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca6_1_010_aug2.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E1_Micrófono2 (condensador)\broca6_1_010.wav,combo,augmented_wavs,E3,6,yes,linear,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca6_1_010_aug3.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca6_1_010_aug3.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E1_Micrófono2 (condensador)\broca6_1_010.wav,combo,augmented_wavs,E3,6,yes,linear,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca6_1_010_aug4.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca6_1_010_aug4.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E1_Micrófono2 (condensador)\broca6_1_010.wav,noise,augmented_wavs,E3,6,yes,linear,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca6_1_010_aug5.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca6_1_010_aug5.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E1_Micrófono2 (condensador)\broca6_1_010.wav,gain,augmented_wavs,E3,6,yes,linear,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca_6_2_001.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca_6_2_001.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_001.wav,original,augmented_wavs,E4,6,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca_6_2_001_aug1.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca_6_2_001_aug1.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_001.wav,noise,augmented_wavs,E4,6,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca_6_2_001_aug2.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca_6_2_001_aug2.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_001.wav,stretch,augmented_wavs,E4,6,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca_6_2_001_aug3.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca_6_2_001_aug3.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_001.wav,pitch,augmented_wavs,E4,6,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca_6_2_001_aug4.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca_6_2_001_aug4.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_001.wav,noise,augmented_wavs,E4,6,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca_6_2_001_aug5.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca_6_2_001_aug5.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_001.wav,combo,augmented_wavs,E4,6,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca_6_2_002.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca_6_2_002.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_002.wav,original,augmented_wavs,E4,6,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca_6_2_002_aug1.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca_6_2_002_aug1.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_002.wav,combo,augmented_wavs,E4,6,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca_6_2_002_aug2.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca_6_2_002_aug2.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_002.wav,combo,augmented_wavs,E4,6,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca_6_2_002_aug3.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca_6_2_002_aug3.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_002.wav,noise,augmented_wavs,E4,6,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca_6_2_002_aug4.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca_6_2_002_aug4.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_002.wav,stretch,augmented_wavs,E4,6,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca_6_2_002_aug5.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca_6_2_002_aug5.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_002.wav,pitch,augmented_wavs,E4,6,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca_6_2_003.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca_6_2_003.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_003.wav,original,augmented_wavs,E4,6,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca_6_2_003_aug1.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca_6_2_003_aug1.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_003.wav,gain,augmented_wavs,E4,6,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca_6_2_003_aug2.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca_6_2_003_aug2.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_003.wav,combo,augmented_wavs,E4,6,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca_6_2_003_aug3.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca_6_2_003_aug3.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_003.wav,combo,augmented_wavs,E4,6,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca_6_2_003_aug4.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca_6_2_003_aug4.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_003.wav,stretch,augmented_wavs,E4,6,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca_6_2_003_aug5.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca_6_2_003_aug5.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_003.wav,stretch,augmented_wavs,E4,6,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca_6_2_004.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca_6_2_004.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_004.wav,original,augmented_wavs,E4,6,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca_6_2_004_aug1.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca_6_2_004_aug1.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_004.wav,gain,augmented_wavs,E4,6,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca_6_2_004_aug2.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca_6_2_004_aug2.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_004.wav,noise,augmented_wavs,E4,6,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca_6_2_004_aug3.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca_6_2_004_aug3.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_004.wav,combo,augmented_wavs,E4,6,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca_6_2_004_aug4.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca_6_2_004_aug4.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_004.wav,pitch,augmented_wavs,E4,6,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca_6_2_004_aug5.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca_6_2_004_aug5.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_004.wav,stretch,augmented_wavs,E4,6,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca_6_2_005.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca_6_2_005.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_005.wav,original,augmented_wavs,E4,6,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca_6_2_005_aug1.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca_6_2_005_aug1.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_005.wav,pitch,augmented_wavs,E4,6,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca_6_2_005_aug2.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca_6_2_005_aug2.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_005.wav,pitch,augmented_wavs,E4,6,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca_6_2_005_aug3.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca_6_2_005_aug3.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_005.wav,pitch,augmented_wavs,E4,6,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca_6_2_005_aug4.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca_6_2_005_aug4.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_005.wav,pitch,augmented_wavs,E4,6,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca_6_2_005_aug5.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca_6_2_005_aug5.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_005.wav,noise,augmented_wavs,E4,6,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca_6_2_006.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca_6_2_006.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_006.wav,original,augmented_wavs,E4,6,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca_6_2_006_aug1.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca_6_2_006_aug1.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_006.wav,stretch,augmented_wavs,E4,6,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca_6_2_006_aug2.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca_6_2_006_aug2.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_006.wav,combo,augmented_wavs,E4,6,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca_6_2_006_aug3.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca_6_2_006_aug3.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_006.wav,gain,augmented_wavs,E4,6,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca_6_2_006_aug4.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca_6_2_006_aug4.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_006.wav,pitch,augmented_wavs,E4,6,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca_6_2_006_aug5.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca_6_2_006_aug5.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_006.wav,noise,augmented_wavs,E4,6,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca_6_2_007.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca_6_2_007.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_007.wav,original,augmented_wavs,E4,6,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca_6_2_007_aug1.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca_6_2_007_aug1.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_007.wav,gain,augmented_wavs,E4,6,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca_6_2_007_aug2.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca_6_2_007_aug2.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_007.wav,pitch,augmented_wavs,E4,6,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca_6_2_007_aug3.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca_6_2_007_aug3.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_007.wav,pitch,augmented_wavs,E4,6,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca_6_2_007_aug4.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca_6_2_007_aug4.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_007.wav,noise,augmented_wavs,E4,6,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca_6_2_007_aug5.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca_6_2_007_aug5.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_007.wav,pitch,augmented_wavs,E4,6,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca_6_2_008.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca_6_2_008.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_008.wav,original,augmented_wavs,E4,6,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca_6_2_008_aug1.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca_6_2_008_aug1.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_008.wav,stretch,augmented_wavs,E4,6,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca_6_2_008_aug2.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca_6_2_008_aug2.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_008.wav,stretch,augmented_wavs,E4,6,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca_6_2_008_aug3.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca_6_2_008_aug3.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_008.wav,noise,augmented_wavs,E4,6,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca_6_2_008_aug4.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca_6_2_008_aug4.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_008.wav,pitch,augmented_wavs,E4,6,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca_6_2_008_aug5.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca_6_2_008_aug5.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_008.wav,combo,augmented_wavs,E4,6,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca_6_2_009.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca_6_2_009.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_009.wav,original,augmented_wavs,E4,6,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca_6_2_009_aug1.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca_6_2_009_aug1.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_009.wav,pitch,augmented_wavs,E4,6,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca_6_2_009_aug2.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca_6_2_009_aug2.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_009.wav,stretch,augmented_wavs,E4,6,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca_6_2_009_aug3.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca_6_2_009_aug3.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_009.wav,gain,augmented_wavs,E4,6,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca_6_2_009_aug4.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca_6_2_009_aug4.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_009.wav,gain,augmented_wavs,E4,6,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca_6_2_009_aug5.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca_6_2_009_aug5.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_009.wav,stretch,augmented_wavs,E4,6,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca_6_2_010.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca_6_2_010.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_010.wav,original,augmented_wavs,E4,6,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca_6_2_010_aug1.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca_6_2_010_aug1.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_010.wav,gain,augmented_wavs,E4,6,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca_6_2_010_aug2.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca_6_2_010_aug2.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_010.wav,gain,augmented_wavs,E4,6,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca_6_2_010_aug3.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca_6_2_010_aug3.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_010.wav,combo,augmented_wavs,E4,6,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca_6_2_010_aug4.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca_6_2_010_aug4.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_010.wav,stretch,augmented_wavs,E4,6,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca_6_2_010_aug5.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca_6_2_010_aug5.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_010.wav,combo,augmented_wavs,E4,6,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\B01001.wav,D:/dataset/augmented_mels_png\sin_desgaste\B01001.png,sin_desgaste,,,D:/dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01001.wav,original,augmented_wavs,E1,8,yes,mixed,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\B01001_aug1.wav,D:/dataset/augmented_mels_png\sin_desgaste\B01001_aug1.png,sin_desgaste,,,D:/dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01001.wav,pitch,augmented_wavs,E1,8,yes,mixed,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\B01001_aug2.wav,D:/dataset/augmented_mels_png\sin_desgaste\B01001_aug2.png,sin_desgaste,,,D:/dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01001.wav,combo,augmented_wavs,E1,8,yes,mixed,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\B01001_aug3.wav,D:/dataset/augmented_mels_png\sin_desgaste\B01001_aug3.png,sin_desgaste,,,D:/dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01001.wav,combo,augmented_wavs,E1,8,yes,mixed,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\B01001_aug4.wav,D:/dataset/augmented_mels_png\sin_desgaste\B01001_aug4.png,sin_desgaste,,,D:/dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01001.wav,stretch,augmented_wavs,E1,8,yes,mixed,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\B01001_aug5.wav,D:/dataset/augmented_mels_png\sin_desgaste\B01001_aug5.png,sin_desgaste,,,D:/dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01001.wav,combo,augmented_wavs,E1,8,yes,mixed,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\B01002.wav,D:/dataset/augmented_mels_png\sin_desgaste\B01002.png,sin_desgaste,,,D:/dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01002.wav,original,augmented_wavs,E1,8,yes,mixed,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\B01002_aug1.wav,D:/dataset/augmented_mels_png\sin_desgaste\B01002_aug1.png,sin_desgaste,,,D:/dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01002.wav,gain,augmented_wavs,E1,8,yes,mixed,A100,prensa_mecanica,sin_desgaste
